ID,gender,DOB,ethnicity,academic_info_id,county_id,family_details_id
2491,male,21/2/1986,Asian,2365,1766,4382
2492,female,24/6/1991,afam,559,1276,4619
2493,female,4/9/1996,afam,4594,4019,2417
2494,female,15/3/1984,other,2666,57,968
2495,female,13/7/1996,afam,3798,3419,1671
2496,female,1/1/1990,afam,2455,4075,2204
2497,male,13/3/1981,other,835,3790,772
2498,female,11/3/1992,Asian,1329,335,3135
2499,male,20/9/1994,Asian,2037,1131,224
2500,female,12/5/1993,afam,2342,3488,2049
2501,male,15/12/1997,afam,4053,505,2297
2502,male,1/9/1986,afam,1161,1265,1893
2503,female,9/5/1981,afam,1391,1041,2335
2504,male,23/7/2000,other,4282,4447,4256
2505,female,22/5/1996,hispanic,4049,4223,1067
2506,male,23/10/1980,Asian,1597,2187,185
2507,female,19/11/1984,other,3051,949,785
2508,female,16/4/1996,other,273,719,676
2509,male,5/11/1987,hispanic,3946,3485,706
2510,female,15/10/1985,afam,1280,2664,2662
2511,female,23/6/1986,afam,3565,835,4065
2512,male,16/6/1991,afam,274,2606,47
2513,female,27/12/1982,afam,1040,193,2384
2514,female,17/3/2000,afam,4393,708,1332
2515,male,17/8/1988,afam,2985,585,3307
2516,male,8/1/1998,afam,2,3400,3232
2517,female,9/7/1983,afam,4410,3010,1339
2518,female,21/3/1986,afam,2336,4256,1405
2519,female,2/2/1991,afam,3349,2491,400
2520,male,11/1/1984,afam,178,3156,123
2521,female,5/3/1980,hispanic,4037,2375,1683
2522,female,2/7/1992,afam,2548,761,195
2523,female,7/8/1992,afam,2982,2810,1952
2524,female,4/5/2000,afam,3420,494,787
2525,male,10/12/1990,other,326,4152,3595
2526,female,3/12/1985,hispanic,2247,1129,3746
2527,female,22/6/2000,other,1174,4102,2638
2528,female,26/1/1991,Asian,1947,2591,732
2529,male,6/10/1993,hispanic,4312,4120,3040
2530,male,25/3/1996,afam,2362,3790,1995
2531,female,14/9/1999,afam,1946,4420,2763
2532,female,19/10/1981,afam,3635,2586,2300
2533,male,22/5/1993,afam,706,822,1865
2534,male,12/5/1996,afam,926,2992,1344
2535,female,25/1/1998,afam,1964,355,96
2536,female,22/5/1990,Asian,2553,1517,3431
2537,female,4/12/2000,other,563,1936,2251
2538,female,9/6/1999,afam,2311,1896,3729
2539,female,9/1/1997,Asian,3874,3477,1717
2540,female,22/1/1995,other,4218,1514,3357
2541,female,25/10/1991,other,342,631,1637
2542,male,6/6/1999,other,2351,1871,816
2543,male,12/9/1992,hispanic,4077,4022,745
2544,female,23/7/1982,Asian,2401,3842,2948
2545,male,21/10/1980,Asian,4038,2732,3170
2546,male,6/12/1998,other,902,1308,47
2547,female,4/9/1981,Asian,4358,1288,754
2548,male,28/8/1988,hispanic,2832,1898,3471
2549,male,24/9/1999,other,3911,3345,3180
2550,male,12/8/1995,other,1907,3336,668
2551,female,19/8/1991,other,1235,3101,2564
2552,female,11/6/1984,other,3254,2490,3521
2553,female,16/3/1998,Asian,344,1555,565
2554,male,15/12/1986,Asian,4298,1653,709
2555,male,14/9/1999,other,4039,2096,433
2556,male,22/5/1999,Asian,3749,1515,2452
2557,male,7/11/1988,other,160,2568,4285
2558,male,20/7/1996,other,3685,883,4569
2559,female,12/8/1997,Asian,781,4093,3094
2560,female,24/7/1999,Asian,825,4542,1897
2561,male,23/2/1998,hispanic,743,42,2887
2562,male,5/8/1987,other,779,820,4019
2563,female,16/7/1990,Asian,3183,423,3779
2564,female,20/3/1985,other,1749,2448,2273
2565,female,16/12/1984,other,2947,897,3663
2566,female,21/10/1996,other,4594,1756,4149
2567,female,25/11/1992,other,1198,303,4172
2568,male,5/5/1996,Asian,2766,2959,4328
2569,male,26/9/1995,afam,4106,4286,3682
2570,female,11/10/1985,Asian,2989,1560,4549
2571,female,10/12/2000,other,3848,4085,789
2572,male,17/5/2000,Asian,4278,3406,4186
2573,male,23/6/1999,other,2266,1538,1960
2574,female,10/12/1997,other,1800,391,3070
2575,male,14/7/1989,other,950,3802,3216
2576,female,16/6/1989,Asian,4481,2275,3893
2577,male,21/10/1985,Asian,4698,3618,1100
2578,female,14/1/1998,other,4182,1955,856
2579,female,8/3/1980,Asian,4623,4613,3725
2580,male,25/12/2000,afam,3545,635,1457
2581,male,19/6/1998,other,1269,2175,3313
2582,male,1/11/1997,other,622,673,3683
2583,female,12/10/1988,other,2903,1264,1500
2584,female,20/1/1984,other,3260,3060,2074
2585,male,23/9/1995,Asian,2049,4080,285
2586,male,27/9/1987,hispanic,3925,408,3311
2587,male,23/7/1997,Asian,2537,2332,742
2588,female,15/10/1994,other,990,2320,2476
2589,female,9/4/1981,Asian,3738,3852,2570
2590,male,5/9/1983,other,1222,4517,1982
2591,female,6/1/1985,other,3467,3121,4195
2592,male,4/11/1991,other,4480,2770,3285
2593,female,27/7/2000,other,3512,1973,960
2594,male,18/12/1983,Asian,3961,4366,648
2595,male,11/5/1985,Asian,3728,218,4622
2596,female,20/4/1998,other,2904,973,1691
2597,male,6/8/1986,other,2440,1396,1365
2598,female,28/8/1993,other,453,3977,4563
2599,female,9/6/1987,hispanic,4145,1230,2345
2600,female,20/2/1988,Asian,3224,719,2299
2601,male,4/1/1981,Asian,1844,2061,2150
2602,male,20/7/1986,other,4111,4738,1443
2603,female,5/7/1988,Asian,2963,317,185
2604,male,16/12/1988,other,1962,1109,1838
2605,male,21/7/1988,hispanic,1047,3712,2651
2606,female,15/7/1990,afam,3786,1029,1937
2607,male,3/4/1982,other,3846,2124,3953
2608,male,11/3/1989,other,1696,823,4646
2609,male,13/8/1985,other,1355,1365,273
2610,male,28/9/1990,Asian,804,2369,2514
2611,male,3/12/1981,Asian,2304,4522,2690
2612,female,6/8/1990,other,3249,1682,2546
2613,female,23/9/1983,Asian,3950,699,797
2614,female,2/6/1993,other,740,4561,4311
2615,male,25/3/1998,other,2545,795,2463
2616,female,14/10/1996,other,758,2202,2776
2617,male,26/3/1980,Asian,1477,2832,702
2618,female,15/9/1989,Asian,1533,3493,2815
2619,female,2/6/1994,other,2973,3725,4731
2620,female,17/3/1985,Asian,2914,4534,4281
2621,male,3/7/1990,other,4283,3321,4522
2622,male,3/2/1984,other,638,2646,740
2623,female,17/6/1995,other,688,2855,4319
2624,male,10/2/1994,other,4639,2113,2552
2625,male,17/6/1993,Asian,4217,1153,2455
2626,male,1/6/1995,hispanic,3322,1822,2491
2627,female,28/11/2000,Asian,401,2180,2616
2628,female,23/6/1989,other,4112,2807,1959
2629,male,26/8/1999,hispanic,1635,128,3168
2630,female,23/1/1986,afam,3912,4170,2257
2631,female,24/6/1992,Asian,3618,295,1497
2632,male,28/4/1986,other,3206,3657,1549
2633,male,8/6/2000,other,4097,2644,2154
2634,male,22/12/1980,Asian,2996,4007,3774
2635,male,6/10/1992,Asian,4197,1839,574
2636,male,2/4/1981,afam,4398,3998,597
2637,female,16/8/1989,other,1563,1769,1233
2638,female,10/7/1983,Asian,3412,3359,3812
2639,male,26/2/1991,other,3570,1582,3606
2640,female,9/11/1984,other,1657,2977,1876
2641,female,6/3/1998,other,966,122,2995
2642,male,3/11/1994,other,3943,4732,3149
2643,female,16/12/1995,Asian,1667,603,1341
2644,female,13/5/1994,Asian,3724,1327,1267
2645,male,5/2/1980,other,2338,226,874
2646,female,12/1/1986,Asian,2310,1559,4322
2647,female,27/11/1990,other,3006,4732,3595
2648,male,20/3/1984,other,2793,2889,4015
2649,male,10/3/1990,other,1419,255,1420
2650,male,8/2/1993,Asian,4207,3744,3318
2651,female,28/11/1992,Asian,2706,2725,2295
2652,female,2/1/1981,other,2729,2579,1576
2653,female,13/3/1992,Asian,3949,2443,2793
2654,male,15/6/1994,hispanic,3241,3776,2577
2655,male,27/7/1982,other,2076,2246,3498
2656,female,9/5/1986,other,4601,1600,417
2657,male,21/8/1982,other,4173,2978,1181
2658,male,3/7/1982,other,4066,1878,3590
2659,female,21/10/1981,Asian,1768,2874,3336
2660,female,10/8/1995,Asian,199,4051,3957
2661,female,6/3/1990,other,4528,642,2380
2662,male,27/12/2000,Asian,323,3496,1681
2663,male,15/9/1985,other,2134,3695,351
2664,female,6/10/1984,other,1249,1079,3016
2665,female,15/2/1997,other,3856,4392,1449
2666,male,16/12/1993,other,1349,4397,4327
2667,female,26/4/1981,Asian,1846,1344,656
2668,male,14/11/1990,Asian,4401,2162,2527
2669,male,28/2/1985,other,2638,3434,1756
2670,female,26/5/1997,Asian,2117,3616,3754
2671,female,6/7/1998,other,2597,1352,4178
2672,female,8/12/1984,other,476,334,2574
2673,male,26/3/1993,other,1443,939,1553
2674,female,2/12/1994,other,796,4256,661
2675,male,17/10/2000,Asian,146,79,3393
2676,male,8/11/1999,Asian,3189,3808,1045
2677,female,23/7/1988,other,1371,1879,2742
2678,female,18/12/1999,Asian,1083,4071,1502
2679,female,11/11/1980,other,2778,4457,47
2680,male,17/10/1982,other,444,1561,622
2681,male,2/3/1984,other,1304,2285,4507
2682,male,1/7/1983,other,3340,4401,3491
2683,male,23/2/1989,Asian,2192,1435,2304
2684,male,28/11/1998,Asian,17,2451,1936
2685,female,6/9/1987,other,1920,1724,3775
2686,male,24/6/1995,Asian,523,1618,2895
2687,female,10/6/1986,other,2585,3527,4292
2688,male,12/9/1981,afam,3003,1528,82
2689,female,18/4/1981,other,4427,4634,2720
2690,male,11/12/1996,other,3995,1975,3726
2691,female,4/6/1992,Asian,4320,4388,897
2692,female,19/1/1994,Asian,1491,1858,2294
2693,female,21/9/1996,other,3883,3048,1325
2694,male,1/9/1988,Asian,2721,1066,3126
2695,male,25/4/1995,other,1869,2158,1299
2696,male,11/9/1980,other,4091,3287,2914
2697,female,13/6/1987,other,3830,641,1475
2698,male,4/3/1995,other,4499,630,723
2699,female,26/1/1986,Asian,4199,3514,2624
2700,female,22/8/1984,Asian,4373,4724,832
2701,female,1/9/1990,other,2323,4070,2267
2702,male,13/12/1995,Asian,548,512,4085
2703,female,9/10/1991,other,4139,3783,3376
2704,male,7/2/1989,other,2667,3959,2756
2705,male,25/10/1992,other,3591,3697,4329
2706,male,24/4/1991,other,693,4623,3774
2707,female,24/7/1989,Asian,663,2034,577
2708,male,28/2/1997,Asian,2729,3073,1931
2709,male,11/11/1997,other,1242,2759,2723
2710,female,6/12/1994,Asian,1831,4332,2631
2711,male,9/1/1986,other,3132,3170,3523
2712,female,13/12/1983,other,4426,824,4340
2713,female,10/9/1989,other,3522,3989,4196
2714,female,21/10/1989,other,537,1675,2005
2715,female,26/9/1994,Asian,2197,3986,3120
2716,female,11/2/1998,Asian,3907,3770,4157
2717,male,20/9/1995,other,2656,4272,3816
2718,female,3/3/1983,Asian,3174,451,2855
2719,male,17/3/1986,other,2954,446,4370
2720,male,4/9/1983,other,2475,2248,3119
2721,male,8/12/1998,other,1717,2367,1391
2722,male,15/5/1987,other,1937,4348,3484
2723,male,28/1/1991,Asian,3014,3899,2081
2724,male,4/10/1982,Asian,552,473,4429
2725,female,15/3/1991,other,2792,766,3261
2726,female,17/9/1996,Asian,1759,652,4447
2727,male,7/1/1986,other,528,4493,4469
2728,male,17/1/1997,other,3634,2741,1935
2729,male,18/5/1992,other,2037,3854,7
2730,female,15/10/1985,Asian,2878,2927,3815
2731,female,16/11/1998,Asian,545,3025,4598
2732,female,5/2/1988,other,3484,3531,2835
2733,female,2/2/1997,Asian,4366,312,2429
2734,female,5/1/1995,other,2104,2240,1020
2735,male,8/6/1985,other,2393,3223,4380
2736,male,7/9/1988,other,4325,1107,519
2737,female,20/12/1985,other,548,745,1512
2738,female,15/2/1984,Asian,3839,1446,1625
2739,female,6/4/1994,Asian,1431,1791,4465
2740,male,28/9/1992,other,4432,3622,3733
2741,female,23/10/1988,Asian,2975,2749,3359
2742,male,7/12/1983,afam,4408,662,4478
2743,female,9/4/1984,other,2215,2645,1388
2744,female,19/4/1984,other,1315,4387,3855
2745,female,14/8/1997,other,1963,89,1452
2746,male,5/5/1986,other,1525,1669,4148
2747,female,7/12/1992,Asian,2191,4618,2213
2748,male,21/7/1981,Asian,4252,1967,509
2749,female,3/12/1983,other,1623,1581,4536
2750,female,9/5/1989,Asian,191,3767,3704
2751,female,11/9/1996,other,2913,854,4493
2752,female,27/1/1994,other,515,4127,1785
2753,female,3/6/1986,other,4561,4661,1039
2754,male,13/6/1998,other,2618,67,499
2755,male,23/9/1986,hispanic,2992,3373,4254
2756,female,4/3/1982,Asian,1714,4238,3600
2757,male,6/11/1981,Asian,4269,2149,734
2758,male,12/6/1994,other,2123,4350,3978
2759,female,3/4/1994,Asian,2629,1234,2971
2760,male,21/5/1999,other,2469,2762,1424
2761,male,17/12/1989,other,2262,4598,3957
2762,male,1/3/1981,other,2070,2401,4610
2763,male,14/10/1995,other,430,1665,3723
2764,female,8/11/1981,Asian,249,4365,2011
2765,male,19/4/1981,Asian,2157,139,2835
2766,female,7/5/1985,other,3445,1489,898
2767,male,18/11/1999,Asian,2406,4459,3087
2768,female,24/6/1996,other,1181,3178,799
2769,male,22/7/1992,other,1574,156,3065
2770,female,16/4/1994,hispanic,4409,75,889
2771,female,25/1/2000,other,1163,1209,3659
2772,male,18/5/1998,Asian,1226,4632,860
2773,male,10/5/1984,Asian,969,3050,4729
2774,male,16/12/1984,other,483,1210,4411
2775,male,11/8/1999,Asian,4554,636,2267
2776,female,24/5/1982,other,998,3696,1847
2777,female,4/1/1999,other,186,1398,778
2778,male,15/2/1996,other,1781,577,1185
2779,male,6/6/1991,other,4666,648,2212
2780,male,17/4/1999,Asian,873,1135,3855
2781,male,12/4/1982,Asian,644,3157,888
2782,male,12/6/1984,afam,4478,4085,2278
2783,male,23/10/1986,afam,320,3088,3465
2784,female,6/1/1986,other,510,3966,965
2785,female,23/7/1984,Asian,3139,3960,3837
2786,female,3/8/2000,other,3765,1666,1104
2787,female,13/5/1989,other,4056,1507,2908
2788,male,22/11/1984,other,4402,2308,315
2789,male,19/10/1986,other,2008,1169,3040
2790,male,28/10/1987,afam,3265,2712,4627
2791,female,6/10/1984,Asian,3530,563,3023
2792,female,10/7/1985,Asian,2687,22,737
2793,male,4/4/1981,other,2013,2799,699
2794,male,19/6/1991,hispanic,1914,3967,3987
2795,female,20/5/1994,Asian,3034,2924,449
2796,male,9/2/1982,other,1024,2478,3331
2797,female,16/11/1989,other,1793,960,775
2798,female,8/2/1988,Asian,396,3766,4439
2799,female,12/12/1995,Asian,3220,4435,243
2800,female,24/8/1995,other,2588,66,2365
2801,female,21/2/1990,Asian,160,2774,2058
2802,male,26/7/1992,other,4309,1424,2474
2803,female,24/11/2000,other,721,1205,2722
2804,female,10/6/1980,other,1085,4220,2036
2805,female,20/2/1997,hispanic,419,1142,1702
2806,female,17/1/1994,other,4618,445,2719
2807,female,18/4/1993,Asian,3303,3700,2266
2808,male,10/11/1995,Asian,6,3675,1091
2809,male,12/2/1999,hispanic,2335,324,3464
2810,female,20/4/1991,other,1764,3980,3038
2811,male,18/5/2000,Asian,1680,1876,3938
2812,male,14/3/1984,other,795,4372,139
2813,male,7/2/1983,other,739,980,3585
2814,female,4/6/1981,other,115,2401,1908
2815,female,3/8/1992,hispanic,959,1976,3749
2816,female,17/11/1997,Asian,242,2072,3386
2817,female,18/7/1992,Asian,1980,1702,285
2818,female,10/8/1995,other,3349,1119,4730
2819,female,28/4/1990,Asian,545,1053,383
2820,male,12/4/1990,other,1862,1937,1340
2821,male,24/4/1998,other,775,1408,3260
2822,female,10/5/1985,other,277,3951,198
2823,female,10/9/1996,afam,3077,3800,2611
2824,female,17/1/1998,afam,606,1393,520
2825,male,25/2/2000,other,614,2267,1673
2826,male,22/7/1989,Asian,490,3586,942
2827,male,20/4/1984,Asian,892,3048,3996
2828,female,17/7/1980,other,1266,1957,2410
2829,male,16/5/1981,Asian,3650,2061,1405
2830,female,25/2/1983,afam,4529,47,1655
2831,female,24/12/1995,other,1151,3581,540
2832,male,6/8/1985,other,4031,1004,209
2833,male,9/8/1992,other,190,4149,796
2834,female,17/2/1998,other,4420,3202,3099
2835,male,2/5/2000,other,1214,208,694
2836,female,27/1/1981,Asian,279,148,3820
2837,male,15/4/1983,Asian,2758,1159,1322
2838,male,28/2/1991,other,1244,4234,1371
2839,male,20/7/2000,Asian,1598,3276,4507
2840,male,5/3/1982,other,2900,2254,1222
2841,female,23/11/1995,other,496,3898,2014
2842,male,15/12/1988,other,4389,4669,1063
2843,male,10/4/1980,other,505,3265,609
2844,male,27/2/1984,Asian,2468,570,1574
2845,male,9/8/1998,Asian,893,1496,1096
2846,female,5/1/1988,afam,4536,376,823
2847,female,17/7/1986,afam,1088,759,4045
2848,female,18/1/1985,afam,541,1046,758
2849,male,23/6/1996,afam,1684,1358,3027
2850,female,2/2/1983,afam,3271,97,3708
2851,female,24/11/1993,other,1345,3133,1561
2852,female,22/6/1982,Asian,31,1347,919
2853,male,23/4/1997,other,61,3331,3348
2854,female,5/5/1997,other,171,2745,816
2855,female,22/7/1984,other,1479,1039,4510
2856,male,24/8/2000,Asian,1640,4073,2436
2857,female,26/11/1999,Asian,3746,1666,1865
2858,male,27/7/1985,other,4027,4591,986
2859,male,27/12/1992,Asian,3762,2216,1092
2860,female,11/6/1988,other,1137,3107,3740
2861,female,6/4/1991,other,4120,4018,1663
2862,male,14/7/1982,other,4042,2208,1125
2863,male,13/3/1991,other,3733,4120,3421
2864,female,5/4/1997,Asian,3479,765,3346
2865,male,10/8/2000,Asian,640,2388,213
2866,female,12/5/1996,other,1775,2316,2798
2867,female,13/4/1987,Asian,3283,3271,3961
2868,female,9/9/1994,hispanic,467,1198,3214
2869,male,6/4/1990,other,1751,1748,3467
2870,male,5/9/1989,other,1809,3958,3971
2871,female,22/12/1989,other,1914,352,1935
2872,male,17/5/2000,other,2188,4256,1422
2873,male,21/4/1980,Asian,1159,1643,4202
2874,female,6/3/1980,Asian,4202,4313,3098
2875,female,9/11/1999,afam,3060,1459,1671
2876,female,6/12/1980,afam,119,4511,1494
2877,female,23/12/1988,hispanic,2738,1926,3398
2878,female,19/5/1993,afam,3952,3195,683
2879,female,28/6/1990,afam,4342,513,2535
2880,female,13/8/1986,hispanic,900,1006,4000
2881,female,4/1/1985,hispanic,806,2665,1301
2882,male,14/4/1997,other,22,3494,3206
2883,female,4/8/1995,hispanic,3707,2717,1260
2884,female,28/7/1994,hispanic,4414,1692,1076
2885,female,4/8/1997,hispanic,2628,2215,2490
2886,male,25/7/1989,hispanic,1426,2334,2660
2887,female,19/3/1981,hispanic,1113,1147,2051
2888,female,5/8/1996,hispanic,3180,586,603
2889,female,23/1/1989,hispanic,738,889,2083
2890,female,11/1/1992,Asian,84,2034,2016
2891,male,15/1/1983,hispanic,2066,2703,1722
2892,female,23/11/1983,hispanic,3347,492,2204
2893,female,8/9/1989,hispanic,3253,4550,3805
2894,female,12/3/1984,afam,1666,3827,3578
2895,male,13/11/1987,afam,2195,75,4547
2896,female,20/8/1988,hispanic,4704,3918,1655
2897,male,3/4/1992,other,407,2450,4672
2898,male,28/8/1982,other,2128,3213,4127
2899,male,25/5/1998,Asian,2829,3929,2398
2900,male,28/1/1993,hispanic,3277,1812,1982
2901,male,18/3/1999,Asian,4476,4074,1647
2902,female,8/2/1983,other,3593,3957,2671
2903,female,23/11/1988,hispanic,1348,2879,3962
2904,female,25/9/1988,Asian,2086,3300,4297
2905,male,1/2/1997,afam,729,970,1441
2906,female,12/6/1985,hispanic,1432,3130,3348
2907,female,1/9/1987,other,755,3007,945
2908,male,12/3/1983,other,3510,3379,1483
2909,female,12/1/2000,other,2214,935,1600
2910,male,2/2/1996,other,3687,4645,2090
2911,female,25/7/1983,Asian,1916,221,1315
2912,female,22/1/1993,Asian,1016,745,3583
2913,female,2/1/1984,other,3650,1780,1874
2914,female,26/4/1993,Asian,216,4657,4451
2915,female,13/1/1988,hispanic,1409,4258,1254
2916,male,4/3/1996,hispanic,3411,1246,4688
2917,male,15/4/1994,hispanic,531,1484,867
2918,male,10/8/1996,hispanic,3155,4649,1541
2919,female,1/7/1989,hispanic,23,1328,3987
2920,male,3/4/1980,hispanic,2355,3928,2641
2921,male,26/2/1983,hispanic,4649,3873,3979
2922,male,4/10/1994,hispanic,3001,1386,344
2923,male,6/6/1981,hispanic,2609,3468,756
2924,male,7/9/1997,other,2694,1117,3684
2925,female,21/5/2000,hispanic,4121,305,1698
2926,female,11/5/1999,hispanic,1612,3766,364
2927,female,12/8/2000,hispanic,1992,1630,3186
2928,female,8/4/1987,hispanic,2827,2877,270
2929,male,26/6/1988,hispanic,4336,2684,4254
2930,male,28/8/1996,hispanic,547,3702,3080
2931,male,8/9/1980,hispanic,2141,429,3565
2932,female,16/4/1982,other,1334,571,2672
2933,female,21/4/1997,hispanic,1356,2045,3953
2934,female,11/12/1994,hispanic,1836,2761,4184
2935,female,23/3/1994,hispanic,2308,670,2684
2936,male,9/1/2000,hispanic,798,2799,1977
2937,female,26/6/1984,afam,138,2160,4676
2938,male,3/10/1982,hispanic,3016,228,846
2939,male,2/3/1982,hispanic,3687,601,2825
2940,female,28/9/1992,hispanic,2010,3962,1768
2941,male,25/11/1997,hispanic,1365,1005,4591
2942,male,25/5/1980,hispanic,3878,1827,1276
2943,male,7/4/1984,other,1315,2779,2524
2944,male,14/9/1998,hispanic,3519,62,2128
2945,male,20/7/1991,hispanic,815,2091,76
2946,male,16/3/1982,hispanic,4138,237,3338
2947,female,17/10/1996,Asian,3591,589,38
2948,female,27/2/1990,hispanic,216,261,249
2949,male,15/3/1981,hispanic,245,3528,4606
2950,male,19/5/1987,hispanic,1241,1610,2922
2951,male,19/11/1983,hispanic,838,537,3675
2952,male,27/8/1990,hispanic,242,2807,4522
2953,female,23/10/1984,hispanic,3493,3651,1523
2954,male,25/4/1989,Asian,1015,510,2638
2955,male,15/4/1992,afam,3865,689,2370
2956,female,21/11/1994,hispanic,497,1146,4203
2957,male,26/7/1999,other,3874,4043,1455
2958,female,25/6/1989,afam,2455,2515,1545
2959,male,24/9/1991,afam,2394,3821,1313
2960,male,18/12/1985,afam,4224,4525,3008
2961,male,26/1/1984,hispanic,1991,1488,886
2962,male,18/11/1987,hispanic,1089,916,145
2963,female,11/1/1995,hispanic,3256,3647,1741
2964,male,20/11/1998,hispanic,3642,907,1091
2965,male,17/9/1995,hispanic,3726,2167,3046
2966,female,22/5/1982,hispanic,3058,3943,119
2967,female,20/3/1990,hispanic,684,3097,1899
2968,male,7/11/1996,hispanic,2434,224,1317
2969,male,1/8/1987,hispanic,1683,2955,912
2970,male,27/1/1989,afam,1109,4603,144
2971,female,22/6/1980,afam,4676,2619,2272
2972,female,10/6/1994,Asian,938,493,2281
2973,female,26/4/1990,other,2359,2515,1031
2974,male,3/2/1995,hispanic,49,1556,2195
2975,female,22/12/1987,hispanic,4164,3228,934
2976,female,23/6/1990,hispanic,3662,3290,806
2977,male,12/2/1990,hispanic,3066,2526,4146
2978,male,16/2/1991,other,4695,1487,4453
2979,female,22/6/1981,hispanic,2641,401,2740
2980,female,25/1/1990,hispanic,3255,2266,4691
2981,male,24/1/1987,hispanic,1587,1714,3471
2982,female,2/11/1983,hispanic,4616,790,4684
2983,female,14/5/1983,hispanic,1901,4589,1577
2984,female,4/4/2000,hispanic,2514,3378,4512
2985,female,3/8/1991,hispanic,2694,1750,2090
2986,male,28/10/1994,hispanic,4083,1257,1138
2987,male,7/3/1997,hispanic,890,3678,3004
2988,male,24/3/1981,hispanic,1244,1715,3424
2989,male,23/3/1987,hispanic,212,1398,625
2990,female,6/1/1987,hispanic,668,4454,3551
2991,male,24/3/1981,hispanic,945,3785,3892
2992,male,3/2/1984,hispanic,222,1156,1736
2993,female,4/6/1992,hispanic,4474,429,2470
2994,female,13/3/1986,hispanic,4499,3208,3065
2995,male,8/3/1999,hispanic,2505,3560,273
2996,male,27/9/1980,hispanic,548,3515,3652
2997,male,12/7/1986,hispanic,2016,1923,4211
2998,female,21/5/1986,hispanic,1642,4464,96
2999,female,1/1/1983,hispanic,3650,2145,4650
3000,female,26/3/2000,hispanic,1658,998,2886
3001,male,26/5/1993,hispanic,2312,4340,954
3002,male,26/6/1998,hispanic,177,4676,3707
3003,male,17/6/1986,hispanic,1353,2261,3901
3004,male,18/2/1993,hispanic,2226,523,163
3005,female,2/6/1999,hispanic,2706,3750,3107
3006,male,17/5/1995,hispanic,3837,4267,1371
3007,male,25/2/1991,hispanic,4158,1862,1405
3008,female,13/10/1986,hispanic,3896,302,1140
3009,female,13/11/1995,hispanic,546,1257,3897
3010,male,17/3/1994,hispanic,1768,4094,3100
3011,female,2/2/1991,hispanic,131,37,3777
3012,female,1/4/1981,other,3580,2337,3139
3013,female,11/3/1999,hispanic,1512,2012,1883
3014,female,9/3/1997,hispanic,590,134,38
3015,male,1/7/1984,hispanic,3816,4025,498
3016,female,18/10/1985,hispanic,2323,1068,4087
3017,male,10/7/1982,hispanic,2373,353,1346
3018,male,12/4/1991,hispanic,2842,3285,2190
3019,female,6/11/1991,hispanic,896,4604,3933
3020,male,18/1/1997,hispanic,953,2237,378
3021,female,24/5/1987,hispanic,3768,3599,1722
3022,female,12/2/1989,hispanic,90,2345,689
3023,female,22/5/1986,other,3861,255,1384
3024,female,26/2/1998,hispanic,3595,4207,85
3025,female,20/9/2000,hispanic,1880,3801,3994
3026,male,11/12/1980,hispanic,1828,568,2358
3027,female,15/6/1982,hispanic,454,3228,1936
3028,male,16/11/1989,hispanic,971,4691,3257
3029,female,12/9/1997,hispanic,953,2516,2463
3030,female,13/8/1990,hispanic,258,3150,4455
3031,male,8/3/1995,hispanic,1244,3000,1954
3032,male,24/11/1990,hispanic,2713,393,110
3033,male,14/11/1986,hispanic,2309,3290,3040
3034,female,28/4/1992,hispanic,2611,618,757
3035,male,4/1/1995,hispanic,480,4719,4349
3036,male,6/5/1986,hispanic,477,4609,2674
3037,male,3/4/1987,hispanic,1126,2085,1419
3038,female,22/7/1991,hispanic,3284,3316,2356
3039,female,5/12/1993,hispanic,416,4310,4360
3040,female,13/6/1993,hispanic,1192,842,3247
3041,male,24/1/1991,hispanic,3758,595,2172
3042,male,10/10/1997,hispanic,3525,1843,1690
3043,male,24/7/2000,hispanic,775,3856,3875
3044,male,26/9/1995,hispanic,855,242,3575
3045,male,5/3/1992,hispanic,3838,3154,3717
3046,female,8/7/1995,hispanic,1933,1769,582
3047,female,8/6/1993,hispanic,2948,552,2029
3048,male,27/9/1990,hispanic,2280,982,546
3049,male,10/5/1998,hispanic,4261,376,1967
3050,female,13/1/2000,hispanic,4587,3807,3833
3051,male,2/6/1998,hispanic,2094,1528,1336
3052,male,26/7/2000,hispanic,416,4365,4596
3053,male,22/12/1993,hispanic,4297,1868,3254
3054,female,24/12/1997,Asian,3620,919,2560
3055,female,13/6/1988,hispanic,4425,3702,839
3056,male,28/6/1992,hispanic,935,3354,442
3057,male,17/1/1982,hispanic,2483,418,2992
3058,female,24/4/1989,Asian,2406,2580,134
3059,female,13/4/1987,hispanic,3560,1850,476
3060,male,11/5/1988,hispanic,4476,597,3758
3061,female,27/1/1995,hispanic,3805,3836,3488
3062,male,2/1/2000,hispanic,3038,888,1826
3063,male,6/10/1986,hispanic,757,3689,636
3064,male,6/5/1981,hispanic,1704,4529,3277
3065,male,3/6/1980,hispanic,951,923,304
3066,male,10/2/1999,hispanic,276,4685,4689
3067,male,26/6/1991,hispanic,4498,3421,4253
3068,female,13/6/1993,hispanic,3907,1390,3369
3069,female,14/4/1980,hispanic,4607,1100,1621
3070,female,19/11/1988,hispanic,145,4418,2945
3071,female,8/5/1982,hispanic,2533,3840,1919
3072,female,14/6/1990,hispanic,3989,3683,534
3073,male,18/5/1992,hispanic,411,3584,94
3074,female,12/10/1991,afam,500,1466,3617
3075,male,26/6/1998,hispanic,2820,3137,4570
3076,male,27/7/1997,hispanic,2078,558,2653
