id,fcollege,mcollege,home,urban,income
1045,no,no,yes,no,low
3212,no,no,yes,yes,low
881,no,no,yes,no,low
974,yes,no,yes,no,low
3612,yes,yes,yes,no,high
3447,yes,no,yes,no,high
2749,no,no,yes,no,low
3053,no,no,yes,no,low
1565,no,no,no,no,high
1047,no,no,yes,yes,high
1980,yes,yes,yes,yes,high
3764,no,no,no,yes,low
3228,no,no,yes,yes,high
2929,yes,yes,no,yes,low
1610,no,no,no,no,low
3811,no,no,no,no,low
1454,yes,yes,yes,no,high
4374,yes,no,yes,no,high
4117,no,no,no,no,high
2274,yes,yes,yes,no,high
3291,no,no,no,no,low
21,no,no,yes,no,low
2335,no,no,yes,no,low
2046,yes,no,yes,no,low
4684,no,no,yes,no,high
3817,no,no,yes,no,high
2056,no,no,yes,no,low
3865,yes,no,yes,no,high
3005,yes,no,yes,no,high
4341,no,no,yes,no,low
2553,no,no,no,no,low
3038,yes,no,yes,no,high
1256,no,no,yes,no,high
2561,yes,yes,yes,no,high
4628,yes,no,yes,no,low
4276,no,no,yes,no,low
836,yes,yes,no,no,low
504,yes,no,yes,no,high
2821,yes,no,yes,no,high
876,no,no,yes,no,high
1017,no,no,yes,no,low
3006,no,yes,yes,no,high
4025,no,no,yes,no,high
4719,no,no,yes,no,low
3856,no,no,yes,no,low
2444,no,yes,yes,no,high
914,yes,no,yes,no,high
3706,no,no,yes,no,low
966,yes,no,yes,no,high
2519,yes,yes,yes,no,high
3349,no,no,yes,no,low
2358,yes,no,yes,no,high
2526,no,no,yes,no,low
3716,no,no,yes,yes,high
2434,no,no,yes,yes,low
2941,yes,no,yes,yes,low
3557,yes,no,yes,yes,high
3384,yes,yes,yes,yes,high
1103,yes,yes,yes,yes,high
3426,no,no,yes,yes,low
2971,yes,yes,yes,yes,high
2476,yes,yes,yes,yes,high
1508,yes,no,yes,yes,high
241,yes,no,yes,yes,high
968,no,no,yes,yes,high
635,no,no,yes,yes,low
3017,no,no,yes,yes,low
422,yes,no,no,yes,high
1495,no,no,yes,yes,low
1419,no,no,no,yes,low
204,no,no,yes,yes,high
3528,no,no,yes,yes,low
2550,no,no,yes,no,low
2640,no,no,yes,no,low
180,no,no,yes,no,low
2948,no,no,yes,no,high
476,no,no,yes,no,low
2620,no,no,yes,yes,low
3840,no,no,yes,yes,low
3946,no,no,yes,yes,low
3843,no,no,yes,no,high
3098,yes,no,yes,no,high
465,yes,yes,yes,no,high
4372,yes,no,yes,no,high
151,no,no,yes,no,high
4160,yes,yes,yes,no,high
1601,yes,yes,no,no,low
3788,no,no,yes,no,high
446,no,no,yes,yes,low
4331,no,no,yes,yes,low
2451,yes,yes,yes,yes,high
4678,no,no,yes,yes,high
1465,no,no,yes,yes,high
1915,no,no,yes,yes,low
4676,yes,no,yes,yes,high
675,no,no,no,yes,low
4349,no,no,yes,yes,high
3433,no,no,yes,yes,low
1208,yes,no,yes,no,high
2513,no,no,yes,no,high
4248,no,no,yes,no,low
1022,yes,yes,yes,no,low
2059,no,yes,yes,no,high
372,no,no,yes,no,high
2526,no,no,yes,yes,high
870,no,no,yes,yes,low
2804,no,no,yes,yes,low
3317,no,no,yes,yes,low
346,no,no,yes,yes,low
105,no,no,yes,yes,low
3382,no,no,no,yes,low
3824,no,no,yes,yes,low
2597,no,no,no,no,high
2334,yes,yes,yes,no,high
1854,no,no,yes,no,high
1572,yes,no,yes,no,high
473,no,no,yes,no,low
2545,no,no,yes,no,low
2860,no,no,yes,no,low
487,no,no,no,no,high
3458,no,no,yes,no,high
4731,no,no,yes,no,low
851,no,yes,yes,no,low
654,no,no,yes,no,low
2008,no,no,yes,no,high
1287,no,yes,yes,no,low
2901,no,no,yes,no,low
1239,yes,yes,yes,no,high
140,no,no,yes,no,low
1075,yes,yes,yes,no,low
4282,no,no,yes,no,high
2241,yes,no,yes,no,low
461,yes,no,yes,no,high
3321,no,yes,yes,no,low
178,no,no,yes,no,low
3126,no,no,yes,no,low
616,no,no,yes,no,high
2293,no,no,yes,no,low
2275,no,no,yes,no,low
2708,no,no,yes,no,low
1615,no,no,yes,no,low
31,no,no,yes,no,high
4019,yes,yes,yes,no,high
2168,yes,yes,yes,no,high
300,no,no,yes,no,high
4058,yes,no,yes,no,high
2382,no,no,yes,no,high
1917,no,no,yes,no,low
1981,no,no,yes,no,low
4072,no,yes,yes,no,high
1742,no,no,yes,no,low
977,no,no,yes,no,low
3338,no,no,yes,no,low
3307,no,no,yes,no,low
3389,no,no,yes,no,high
2589,no,no,yes,no,low
1222,no,no,yes,no,high
4459,no,no,yes,no,low
20,no,no,yes,no,high
1826,no,no,yes,no,low
888,yes,no,yes,no,high
4407,no,no,yes,no,high
567,no,no,yes,no,low
3306,no,no,yes,no,high
2332,no,no,yes,no,high
795,no,no,yes,no,low
2436,no,no,no,no,low
643,no,no,yes,no,low
2591,no,no,yes,no,high
3506,no,no,yes,no,low
3924,no,no,yes,no,low
3596,no,yes,yes,no,low
3970,no,no,no,no,low
3893,no,no,yes,no,low
2525,no,no,yes,no,low
3363,no,no,yes,no,low
642,no,no,yes,no,low
2402,no,yes,yes,no,low
107,no,no,yes,no,high
2837,no,no,yes,no,low
4735,no,no,yes,no,high
205,no,no,yes,no,low
1747,no,no,yes,no,low
1929,yes,no,yes,no,low
2926,no,no,yes,no,low
199,yes,yes,yes,no,high
3030,no,no,yes,no,low
4332,no,no,yes,no,high
2448,no,no,yes,no,low
1895,no,no,yes,no,low
1381,no,no,yes,no,low
84,yes,yes,yes,no,low
2794,no,no,yes,no,high
2221,no,no,yes,no,low
3016,no,no,yes,no,low
3893,no,no,yes,no,low
1112,no,no,yes,no,low
2259,no,no,yes,no,low
3828,no,no,yes,no,low
179,no,no,yes,no,low
618,no,no,yes,no,low
1569,no,no,yes,no,high
4548,no,no,no,no,high
371,no,yes,yes,no,low
1514,no,no,yes,no,high
3350,no,no,yes,no,low
3131,no,yes,yes,no,low
863,yes,yes,yes,no,low
3922,no,no,yes,no,high
3596,yes,yes,yes,no,low
2713,no,no,yes,no,high
370,no,no,yes,no,low
4726,no,no,no,no,low
4231,no,no,yes,no,low
2558,no,no,yes,no,low
4549,no,no,yes,no,low
407,no,no,yes,no,low
3649,no,no,yes,no,low
752,no,no,yes,no,low
62,no,no,yes,no,low
2101,no,no,yes,no,low
598,yes,no,yes,no,low
3526,no,no,yes,no,high
1587,no,no,yes,no,high
3624,no,no,yes,no,high
230,no,no,yes,no,low
1727,no,no,yes,no,low
4022,no,no,yes,no,low
2342,no,no,yes,no,low
305,no,no,yes,no,low
1335,no,no,yes,no,low
3502,no,no,no,no,high
2118,no,no,no,no,low
3658,no,yes,yes,no,high
3282,no,no,yes,no,high
21,no,no,yes,no,low
524,no,no,yes,no,low
3650,no,yes,no,no,low
706,no,no,yes,no,low
4536,no,no,yes,no,low
4219,no,no,yes,no,high
1551,no,no,no,no,low
1946,no,no,yes,no,low
4209,no,no,yes,no,low
3636,no,no,yes,no,low
2715,no,no,no,no,low
3654,no,no,yes,no,low
3116,no,no,yes,no,low
2182,no,no,yes,no,low
4703,no,no,yes,no,high
416,no,no,yes,no,low
3195,no,no,yes,no,low
913,no,no,yes,no,low
3104,no,no,yes,no,high
4032,no,no,yes,no,low
2751,no,no,no,no,low
2838,no,no,yes,no,low
4357,no,no,yes,no,low
2956,no,no,yes,no,high
4610,yes,no,yes,no,low
657,no,no,yes,no,low
1538,no,no,yes,no,low
504,no,no,yes,no,low
3132,no,no,yes,no,high
2953,no,no,no,no,low
4723,no,yes,yes,no,high
4178,no,no,yes,no,low
1348,no,no,yes,no,low
482,no,no,yes,no,high
845,no,no,yes,no,low
3029,no,no,no,no,low
2850,no,no,yes,no,low
1967,no,no,yes,no,low
2024,no,no,yes,no,low
1368,yes,yes,yes,no,low
1819,no,no,yes,no,low
828,no,no,yes,no,low
2908,no,no,yes,no,low
4371,no,no,yes,no,low
3154,no,no,yes,yes,low
3752,no,no,yes,yes,low
481,no,no,yes,yes,low
95,no,no,yes,yes,high
128,no,no,yes,yes,low
2146,no,no,yes,yes,high
1875,no,no,yes,no,low
3052,no,yes,yes,no,high
3370,yes,no,yes,no,high
2913,no,no,yes,no,low
467,no,no,yes,yes,low
2961,no,no,yes,yes,low
2982,no,no,yes,yes,low
3179,no,no,yes,yes,low
1127,no,no,yes,yes,low
4248,no,no,no,yes,high
3474,no,no,yes,yes,low
4441,no,no,yes,yes,low
4244,no,no,yes,yes,low
1008,no,no,yes,yes,low
3804,no,no,yes,yes,low
4720,no,no,yes,yes,low
2843,no,no,yes,yes,high
2121,no,no,yes,yes,low
2065,no,no,yes,yes,low
3497,no,no,yes,yes,high
577,yes,yes,yes,no,low
2647,yes,yes,yes,no,high
4291,yes,no,yes,no,high
734,no,no,yes,no,low
783,yes,yes,yes,no,high
407,yes,no,yes,no,low
2864,yes,no,yes,no,low
214,no,no,yes,yes,low
4420,yes,yes,yes,yes,high
3530,no,yes,yes,yes,low
4686,no,no,yes,yes,low
1501,no,no,yes,yes,high
3314,no,no,yes,yes,high
1298,no,no,yes,yes,low
1386,no,no,yes,no,low
2368,yes,no,yes,no,low
1633,no,no,yes,no,low
948,no,yes,yes,no,high
3769,no,no,yes,no,high
1949,yes,no,yes,no,high
1188,no,no,yes,no,low
2842,no,no,yes,yes,low
475,no,no,yes,yes,high
3122,no,no,yes,yes,low
485,no,no,no,yes,low
1170,no,no,yes,yes,high
3291,yes,yes,yes,no,high
3824,no,no,no,no,low
4256,no,no,yes,no,low
3625,no,no,no,no,low
269,no,yes,yes,no,low
2806,yes,no,yes,no,high
4364,no,no,yes,no,low
2505,no,no,yes,no,high
3346,no,no,no,no,low
2478,no,no,yes,no,low
2387,no,no,yes,no,high
470,no,no,yes,no,low
4182,yes,no,yes,no,low
2691,yes,yes,yes,no,low
834,no,no,yes,no,low
4354,yes,yes,yes,no,high
19,no,no,yes,no,low
1918,yes,yes,yes,no,high
837,no,no,yes,no,low
3955,yes,yes,yes,no,low
3054,no,no,yes,no,low
4188,no,no,no,no,low
1807,no,no,yes,no,high
3719,no,no,yes,no,low
2577,no,no,yes,no,low
4427,no,no,yes,no,low
1928,yes,yes,yes,no,low
3004,yes,yes,yes,no,high
382,no,no,yes,no,low
667,no,no,no,no,low
137,no,no,yes,no,low
3386,no,no,yes,yes,low
3366,no,no,yes,yes,low
2866,no,no,yes,yes,low
346,no,no,yes,yes,high
509,yes,yes,yes,yes,low
505,no,no,yes,yes,low
2424,no,no,yes,yes,low
2988,no,no,yes,yes,low
331,no,no,yes,no,low
607,yes,no,yes,no,high
156,no,no,yes,no,low
3720,no,no,no,no,low
1457,no,no,yes,no,low
1325,no,no,yes,no,high
3807,no,no,yes,no,low
175,yes,no,yes,no,low
4653,no,no,yes,no,low
157,no,no,yes,no,high
1121,no,no,yes,no,low
1255,no,no,yes,no,low
2079,no,no,yes,no,low
1121,no,no,yes,no,high
1746,no,no,yes,yes,low
1757,no,no,yes,yes,low
3081,no,no,yes,yes,low
3998,no,yes,yes,no,high
3561,yes,yes,yes,no,high
3439,yes,yes,yes,no,high
1304,no,no,yes,no,low
1771,yes,yes,yes,no,high
757,no,no,no,no,high
718,no,no,no,no,low
279,no,no,no,no,low
3935,yes,yes,yes,no,high
2437,yes,no,yes,no,high
2147,yes,yes,yes,no,high
76,yes,yes,yes,no,high
1388,yes,no,yes,no,high
2298,no,no,no,yes,low
2133,no,no,no,yes,low
2240,no,no,yes,yes,low
142,no,no,yes,yes,high
3260,yes,no,yes,yes,low
236,no,no,yes,no,low
2731,no,no,no,no,low
3696,no,no,yes,no,high
1227,no,no,yes,no,low
699,no,no,yes,no,low
1557,no,no,yes,no,low
3756,no,no,yes,no,low
4046,yes,no,yes,no,high
214,no,no,yes,no,high
2575,yes,yes,yes,yes,high
1579,no,no,yes,yes,high
3815,yes,yes,yes,yes,high
3020,no,no,no,yes,low
1815,yes,no,yes,yes,high
2898,yes,yes,yes,yes,high
1170,no,no,yes,yes,low
3948,yes,yes,yes,no,low
1396,yes,no,yes,no,high
2457,no,no,yes,no,low
2400,no,yes,yes,no,low
2599,no,no,yes,no,low
1090,no,no,yes,no,low
613,no,no,yes,no,low
4555,yes,yes,yes,no,high
659,no,yes,yes,no,high
34,no,no,no,no,low
3134,no,no,yes,no,low
4065,no,no,no,no,low
1527,no,no,yes,no,low
2624,yes,no,yes,no,low
2193,no,no,yes,no,low
1417,no,yes,yes,no,low
2269,no,no,yes,no,low
2629,no,no,yes,no,low
3099,yes,no,yes,no,low
3410,no,no,yes,no,low
3447,no,no,yes,no,low
3441,no,no,yes,no,low
1151,yes,yes,no,no,low
3273,no,yes,yes,no,high
1469,no,no,yes,no,low
2486,no,no,yes,no,low
4217,yes,yes,yes,no,low
3897,no,no,yes,no,high
3040,no,no,yes,no,low
2928,no,no,yes,no,low
69,no,no,no,no,high
4082,no,no,yes,no,low
3985,no,no,no,no,high
4015,yes,yes,yes,no,high
2849,yes,no,yes,no,low
3920,yes,yes,no,no,high
3241,yes,yes,yes,no,high
3456,no,no,yes,no,low
4215,no,no,yes,no,low
805,no,no,no,no,high
3294,yes,no,yes,no,low
3663,yes,yes,yes,no,high
539,no,yes,yes,no,high
2309,no,no,yes,no,high
2516,yes,no,yes,no,high
52,no,no,yes,no,low
2829,no,no,yes,no,low
1401,yes,yes,no,no,low
4254,no,no,yes,no,low
890,no,no,no,no,high
3759,no,no,yes,no,low
3389,no,no,yes,no,low
4717,no,no,yes,no,low
4660,no,no,yes,no,low
1561,no,no,yes,no,low
3307,no,no,yes,no,low
4176,no,no,yes,no,low
2383,no,no,yes,yes,low
3310,yes,yes,yes,yes,low
2870,no,no,no,yes,low
962,no,no,no,yes,low
89,no,no,yes,yes,high
102,no,no,yes,no,low
2498,no,yes,yes,no,low
2260,no,no,yes,no,low
2883,yes,no,yes,no,low
1013,no,no,yes,no,low
3386,no,no,yes,no,low
2114,no,no,yes,no,low
4277,no,no,yes,no,low
4576,no,no,yes,no,low
4311,no,no,yes,no,low
435,no,no,yes,no,low
2991,no,no,no,no,low
854,no,no,yes,no,low
681,no,no,yes,no,high
2607,no,no,yes,no,low
152,no,no,yes,no,low
4265,no,yes,yes,no,high
3715,no,no,yes,no,low
2518,no,no,yes,no,low
2270,no,no,yes,no,low
1384,no,no,yes,no,low
1117,no,no,yes,no,low
3935,no,no,yes,no,low
4119,no,no,yes,no,low
4598,no,no,yes,no,low
3380,no,no,yes,no,high
834,no,no,yes,no,low
1981,no,no,no,no,low
3705,no,no,yes,yes,low
4382,no,no,yes,yes,low
4619,no,no,no,yes,low
2417,no,no,yes,yes,low
968,no,no,yes,yes,low
1671,no,no,yes,yes,low
2204,no,no,no,yes,low
772,yes,no,yes,yes,low
3135,no,no,yes,yes,low
224,yes,no,yes,yes,low
2049,no,no,yes,yes,low
2297,no,no,yes,yes,low
1893,no,no,yes,yes,high
2335,no,no,yes,yes,low
4256,yes,yes,no,yes,low
1067,no,no,no,yes,low
185,yes,yes,yes,yes,low
785,no,no,no,yes,low
676,no,no,yes,yes,low
706,no,no,no,yes,low
2662,no,no,yes,yes,low
4065,no,no,yes,yes,high
47,no,no,yes,yes,low
2384,no,no,yes,yes,low
1332,no,no,yes,yes,low
3307,no,no,yes,yes,high
3232,no,yes,yes,yes,low
1339,no,yes,yes,yes,low
1405,no,no,no,yes,low
400,no,no,yes,yes,low
123,no,no,yes,yes,low
1683,no,no,no,yes,high
195,no,no,yes,yes,low
1952,no,no,no,yes,high
787,no,no,no,yes,low
3595,no,no,yes,yes,low
3746,no,no,yes,yes,low
2638,yes,yes,yes,yes,high
732,no,no,yes,yes,high
3040,no,no,yes,yes,high
1995,no,no,yes,yes,low
2763,no,no,no,yes,low
2300,no,no,no,yes,low
1865,no,no,no,yes,low
1344,no,no,no,yes,low
96,no,no,no,yes,low
3431,no,no,yes,no,high
2251,no,no,yes,no,low
3729,no,no,no,no,low
1717,yes,yes,yes,no,high
3357,yes,yes,no,no,high
1637,no,no,yes,no,low
816,no,no,yes,no,high
745,no,no,no,no,low
2948,no,no,yes,no,low
3170,no,no,yes,no,high
47,yes,yes,yes,no,high
754,no,no,yes,no,low
3471,no,no,yes,no,low
3180,no,no,yes,no,low
668,no,no,yes,no,low
2564,no,no,yes,no,high
3521,no,no,no,no,low
565,no,no,yes,no,low
709,no,no,yes,no,high
433,no,no,yes,no,high
2452,no,no,yes,no,low
4285,yes,no,yes,no,low
4569,no,no,yes,no,high
3094,no,no,yes,no,low
1897,yes,no,yes,no,low
2887,yes,no,yes,no,low
4019,no,no,yes,no,low
3779,no,yes,yes,no,low
2273,no,no,yes,no,low
3663,yes,no,yes,no,low
4149,no,no,yes,no,high
4172,yes,no,yes,no,high
4328,no,no,yes,no,high
3682,yes,yes,yes,no,high
4549,no,no,yes,no,low
789,yes,yes,yes,no,high
4186,no,no,yes,no,low
1960,no,no,yes,no,low
3070,yes,no,yes,no,high
3216,no,no,yes,no,high
3893,no,no,yes,no,low
1100,no,no,yes,no,low
856,no,no,yes,no,high
3725,no,no,yes,no,low
1457,no,no,yes,yes,low
3313,no,no,yes,yes,low
3683,no,no,yes,yes,low
1500,no,no,yes,yes,low
2074,no,no,yes,yes,low
285,yes,no,yes,no,high
3311,yes,no,yes,no,high
742,yes,no,yes,no,high
2476,no,no,yes,no,high
2570,yes,yes,yes,no,high
1982,no,no,yes,yes,high
4195,no,no,yes,yes,low
3285,no,no,yes,yes,low
960,yes,yes,yes,yes,high
648,no,no,yes,yes,high
4622,no,no,yes,yes,low
1691,no,no,yes,yes,low
1365,no,yes,yes,yes,low
4563,no,no,yes,yes,low
2345,no,no,yes,yes,low
2299,yes,no,yes,yes,high
2150,yes,no,yes,yes,low
1443,no,no,yes,yes,low
185,yes,no,yes,yes,low
1838,no,no,yes,yes,high
2651,no,yes,yes,yes,high
1937,yes,no,yes,yes,low
3953,no,no,yes,no,low
4646,no,no,yes,no,low
273,no,no,no,no,low
2514,no,no,yes,yes,low
2690,no,yes,no,yes,low
2546,yes,no,no,yes,low
797,no,no,yes,yes,high
4311,no,yes,yes,no,high
2463,no,no,no,no,low
2776,yes,yes,yes,no,low
702,no,no,yes,no,low
2815,no,no,yes,no,high
4731,no,no,yes,no,high
4281,no,no,no,no,low
4522,no,no,yes,no,low
740,no,no,no,no,low
4319,no,no,yes,no,high
2552,no,no,yes,no,low
2455,yes,yes,yes,no,high
2491,no,no,yes,no,low
2616,no,no,yes,no,low
1959,no,no,no,no,low
3168,no,no,yes,no,low
2257,yes,yes,yes,no,high
1497,no,no,yes,no,low
1549,yes,yes,yes,no,high
2154,yes,yes,yes,no,high
3774,no,no,yes,no,low
574,no,no,yes,no,low
597,no,no,yes,no,low
1233,yes,no,yes,no,high
3812,no,no,no,no,low
3606,no,no,yes,no,high
1876,no,no,yes,no,low
2995,no,no,yes,no,low
3149,no,no,yes,no,low
1341,no,no,yes,no,low
1267,no,no,yes,no,low
874,no,no,yes,no,high
4322,yes,no,no,no,low
3595,no,no,yes,no,low
4015,no,no,yes,no,high
1420,no,no,yes,no,high
3318,no,no,yes,no,high
2295,no,no,yes,no,low
1576,no,no,yes,no,low
2793,no,no,yes,no,low
2577,no,no,yes,no,low
3498,no,no,yes,no,high
417,no,no,yes,no,low
1181,no,no,yes,no,low
3590,yes,yes,yes,no,low
3336,no,no,yes,no,low
3957,yes,yes,yes,no,high
2380,no,no,yes,no,low
1681,no,no,yes,no,low
351,no,no,yes,no,low
3016,no,no,yes,no,low
1449,no,no,no,no,low
4327,no,no,no,no,low
656,yes,no,yes,no,low
2527,yes,yes,yes,no,low
1756,yes,yes,yes,no,high
3754,no,no,no,no,low
4178,no,no,yes,no,low
2574,no,no,yes,no,high
1553,yes,no,yes,no,high
661,no,no,yes,no,low
3393,yes,yes,yes,no,low
1045,yes,yes,yes,no,high
2742,no,no,yes,no,low
1502,no,no,yes,no,low
47,no,no,yes,no,low
622,yes,yes,yes,no,high
4507,yes,no,yes,no,low
3491,no,no,no,no,low
2304,no,no,yes,no,low
1936,no,no,yes,no,low
3775,no,no,yes,no,high
2895,no,no,yes,no,high
4292,no,no,yes,no,low
82,no,no,yes,no,low
2720,no,no,yes,no,low
3726,no,no,no,no,low
897,no,yes,yes,no,low
2294,no,no,yes,no,low
1325,no,no,yes,no,low
3126,no,yes,yes,no,high
1299,yes,yes,yes,no,low
2914,yes,yes,yes,no,low
1475,yes,no,yes,no,high
723,no,no,yes,no,high
2624,no,no,yes,no,high
832,no,no,yes,no,high
2267,yes,yes,yes,no,high
4085,no,no,yes,no,low
3376,yes,no,yes,no,high
2756,no,no,yes,no,low
4329,no,no,yes,no,low
3774,no,no,yes,no,low
577,no,no,no,no,low
1931,no,no,yes,no,low
2723,no,no,yes,no,low
2631,no,no,yes,no,low
3523,no,no,yes,no,low
4340,no,no,no,no,low
4196,no,no,no,no,low
2005,no,no,no,no,low
3120,no,no,no,no,low
4157,no,yes,yes,no,low
3816,no,no,yes,no,high
2855,no,no,yes,no,high
4370,no,no,yes,no,low
3119,no,no,yes,no,high
1391,no,no,no,no,high
3484,no,no,yes,no,low
2081,no,no,yes,no,low
4429,no,yes,yes,no,high
3261,no,no,no,no,low
4447,yes,yes,yes,no,low
4469,no,no,yes,no,low
1935,no,no,no,no,high
7,no,no,yes,no,high
3815,no,no,yes,no,low
4598,no,no,yes,no,low
2835,no,no,yes,no,high
2429,no,yes,yes,no,low
1020,no,no,yes,no,low
4380,no,no,yes,no,high
519,yes,no,yes,no,high
1512,no,no,no,no,low
1625,no,no,yes,no,low
4465,no,no,yes,no,low
3733,no,no,yes,no,high
3359,no,no,yes,no,high
4478,no,no,yes,no,high
1388,yes,yes,yes,no,low
3855,yes,no,yes,no,low
1452,yes,yes,yes,no,low
4148,yes,yes,yes,no,high
2213,no,no,yes,no,low
509,no,no,yes,no,high
4536,no,no,yes,no,high
3704,no,no,no,no,low
4493,no,no,yes,no,low
1785,no,no,yes,no,low
1039,no,yes,yes,no,high
499,no,no,yes,no,low
4254,no,no,yes,no,high
3600,yes,no,no,no,high
734,no,yes,yes,no,low
3978,no,no,yes,no,low
2971,no,yes,yes,no,low
1424,no,no,yes,no,low
3957,yes,yes,yes,no,high
4610,no,no,yes,no,low
3723,no,no,yes,no,low
2011,no,no,yes,no,high
2835,no,no,yes,no,low
898,no,no,yes,no,low
3087,no,no,no,no,low
799,no,no,yes,no,low
3065,no,no,yes,no,low
889,no,no,yes,no,low
3659,no,no,yes,no,low
860,no,no,no,no,low
4729,no,no,yes,no,high
4411,no,no,yes,no,low
2267,no,yes,yes,no,low
1847,no,no,yes,no,high
778,no,no,yes,no,low
1185,no,no,yes,no,high
2212,yes,yes,no,no,low
3855,no,yes,yes,no,low
888,no,no,yes,no,low
2278,no,no,yes,yes,low
3465,no,no,yes,yes,high
965,no,no,yes,yes,low
3837,yes,yes,yes,yes,high
1104,no,no,yes,yes,low
2908,no,no,yes,yes,low
315,no,no,yes,yes,low
3040,no,no,yes,yes,low
4627,no,no,yes,yes,low
3023,no,no,yes,no,low
737,no,no,yes,no,low
699,no,no,yes,no,low
3987,no,no,yes,yes,low
449,no,no,yes,yes,low
3331,yes,no,yes,yes,high
775,no,no,yes,yes,low
4439,no,no,yes,yes,low
243,no,no,yes,no,low
2365,no,no,yes,no,low
2058,no,no,yes,no,high
2474,no,no,yes,no,low
2722,no,no,yes,no,high
2036,no,no,yes,no,low
1702,no,yes,yes,no,low
2719,no,no,no,no,low
2266,no,no,no,no,high
1091,yes,no,yes,no,low
3464,no,no,yes,no,low
3038,yes,no,yes,no,high
3938,no,no,no,no,low
139,no,no,yes,no,high
3585,no,no,yes,no,low
1908,no,no,yes,no,high
3749,no,no,yes,no,low
3386,no,no,no,no,low
285,no,no,yes,no,low
4730,yes,yes,yes,no,low
383,no,no,yes,no,high
1340,no,no,yes,no,low
3260,no,no,yes,no,high
198,no,no,yes,no,high
2611,no,no,yes,no,low
520,no,no,yes,no,low
1673,yes,no,yes,no,high
942,yes,yes,yes,no,high
3996,yes,yes,yes,no,high
2410,yes,yes,yes,no,high
1405,no,no,yes,no,low
1655,no,no,yes,no,low
540,no,no,yes,no,low
209,no,no,yes,no,low
796,no,no,yes,no,low
3099,no,no,yes,no,low
694,no,yes,yes,no,high
3820,no,no,no,no,low
1322,no,no,yes,no,low
1371,yes,no,yes,no,high
4507,yes,no,yes,no,high
1222,no,no,yes,no,low
2014,no,no,yes,no,low
1063,no,no,no,no,low
609,no,no,yes,no,low
1574,yes,yes,yes,no,high
1096,yes,no,yes,no,low
823,no,no,yes,yes,low
4045,no,no,yes,yes,low
758,no,no,yes,yes,low
3027,yes,yes,yes,yes,low
3708,no,no,no,yes,low
1561,no,no,yes,no,low
919,no,no,yes,no,low
3348,no,no,yes,no,low
816,no,no,no,no,low
4510,no,no,yes,no,low
2436,no,no,no,no,low
1865,yes,no,yes,no,low
986,no,no,yes,no,low
1092,no,no,yes,no,low
3740,no,no,yes,no,low
1663,no,no,yes,no,low
1125,no,no,yes,no,low
3421,no,no,yes,no,low
3346,no,no,no,no,high
213,no,no,yes,no,low
2798,no,no,yes,no,low
3961,no,no,yes,no,low
3214,no,no,yes,no,low
3467,no,no,yes,no,low
3971,no,no,yes,no,low
1935,no,no,yes,no,low
1422,no,no,yes,no,low
4202,no,no,yes,no,high
3098,no,no,yes,no,low
1671,no,no,no,yes,low
1494,no,no,no,yes,low
3398,no,no,no,yes,low
683,no,no,yes,yes,low
2535,no,yes,yes,yes,low
4000,no,no,no,yes,low
1301,yes,no,no,yes,low
3206,no,no,no,yes,low
1260,yes,no,no,yes,low
1076,no,no,no,yes,low
2490,no,no,no,yes,low
2660,no,no,no,yes,low
2051,no,no,no,yes,low
603,no,no,yes,yes,low
2083,no,no,yes,yes,low
2016,no,no,yes,yes,low
1722,no,no,no,yes,low
2204,no,no,no,yes,low
3805,no,no,no,yes,low
3578,no,no,yes,no,low
4547,no,no,yes,no,high
1655,no,no,no,no,low
4672,yes,yes,yes,no,high
4127,no,no,no,no,low
2398,no,no,yes,no,low
1982,no,no,no,no,low
1647,no,no,yes,no,low
2671,no,no,yes,no,low
3962,no,no,yes,no,low
4297,yes,yes,yes,yes,low
1441,no,no,yes,yes,low
3348,yes,no,yes,yes,high
945,yes,no,yes,yes,high
1483,yes,yes,yes,no,high
1600,yes,no,yes,no,low
2090,no,no,yes,no,low
1315,yes,no,yes,no,low
3583,yes,no,yes,no,high
1874,yes,no,yes,no,high
4451,yes,no,yes,no,low
1254,no,no,yes,yes,low
4688,no,no,yes,yes,low
867,no,no,yes,yes,low
1541,yes,no,no,yes,low
3987,no,no,yes,yes,low
2641,no,no,no,yes,low
3979,no,no,no,yes,low
344,no,no,yes,yes,low
756,no,no,yes,yes,low
3684,no,no,yes,yes,low
1698,no,no,no,yes,low
364,no,no,no,yes,low
3186,no,no,yes,yes,low
270,no,no,yes,yes,low
4254,no,no,yes,yes,low
3080,no,no,yes,yes,low
3565,yes,no,yes,yes,high
2672,no,no,yes,yes,low
3953,no,no,no,yes,low
4184,no,no,yes,yes,low
2684,no,no,yes,yes,low
1977,no,no,yes,yes,low
4676,no,no,yes,no,low
846,no,no,yes,no,low
2825,no,no,yes,no,low
1768,no,no,yes,no,low
4591,no,no,no,no,low
1276,no,no,yes,no,high
2524,no,yes,yes,no,high
2128,no,no,yes,no,low
76,no,no,yes,no,low
3338,no,no,yes,no,low
38,no,no,yes,no,low
249,no,no,yes,yes,low
4606,no,no,yes,yes,high
2922,no,no,yes,yes,high
3675,no,no,yes,yes,low
4522,no,no,yes,yes,low
1523,no,no,yes,yes,low
2638,no,no,no,yes,low
2370,no,no,no,yes,low
4203,no,no,yes,yes,low
1455,no,no,yes,yes,low
1545,yes,yes,no,yes,low
